csfa_number,program_name,agency,record_type,award_id,grantee_name,award_amount,award_amount_raw,award_start_date,award_end_date,award_period,grantee_location,fiscal_year,chicago_likely,chicago_signal,amount_meaning,source,source_url
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,23-242035,Village of Latham,1000000.0,"1,000,000",06/01/2026,05/31/2028,06/01/2026 - 05/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,23-242007,Village of Lisbon,919109.0,"919,109",05/01/2025,04/30/2027,05/01/2025 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,23-242009,Village of Malden,1345056.0,"1,345,056",03/01/2025,02/28/2027,03/01/2025 - 02/28/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,23-242028,Village of Malden,896373.0,"896,373",06/01/2026,05/31/2028,06/01/2026 - 05/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,21-242002,Village of Middletown,550000.0,"550,000",12/01/2024,11/30/2026,12/01/2024 - 11/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,23-242011,Village of Montrose,1146452.0,"1,146,452",01/01/2025,12/31/2026,01/01/2025 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,24-242016,Village of Mt. Morris,1500000.0,"1,500,000",06/01/2026,05/31/2028,06/01/2026 - 05/31/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,23-242012,Village of Noble,829000.0,"829,000",01/01/2025,12/31/2026,01/01/2025 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,20-305004,Village of Norris City,1498905.0,"1,498,905",05/01/2025,04/30/2027,05/01/2025 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,22-242010,Village of Norris City,1235550.0,"1,235,550",02/01/2024,11/30/2026,02/01/2024 - 11/30/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,20-305006,Village of Thayer,1491870.0,"1,491,870",05/01/2025,04/30/2027,05/01/2025 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,20-305007,Village of Tiskilwa,1499250.0,"1,499,250",05/01/2025,04/30/2027,05/01/2025 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,24-242006,Village of Tiskilwa,0.0,0,03/01/2025,02/28/2027,03/01/2025 - 02/28/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,20-242028,Village of Verona,490881.0,"490,881",02/01/2024,01/31/2027,02/01/2024 - 01/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,20-305008,Village of Waggoner,1500000.0,"1,500,000",05/01/2025,04/30/2027,05/01/2025 - 04/30/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1632,Community Development Block Grant Public Infrastructure Program,DCEO (420),award,22-242014,Village of Wilsonville,1030765.0,"1,030,765",03/01/2024,08/31/2027,03/01/2024 - 08/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1632
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,21-243020,City of Benton,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243015,City of Galesburg,650000.0,"650,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,22-243020,City of Havana,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,21-243023,City of Johnston City,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243018,City of Lacon,650000.0,"650,000",09/01/2024,12/31/2026,09/01/2024 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243021,City of LaSalle,650000.0,"650,000",09/01/2024,12/31/2026,09/01/2024 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243022,City of Litchfield,650000.0,"650,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243023,City of Mt. Vernon,650000.0,"650,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,22-243021,City of Murphysboro,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243024,City of Orient,650000.0,"650,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243025,City of Ottawa,50153.0,"50,153",09/01/2024,02/28/2027,09/01/2024 - 02/28/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,23-243001,City of Ottawa,599847.0,"599,847",09/01/2024,02/28/2027,09/01/2024 - 02/28/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,21-243024,City of Rosiclare,546000.0,"546,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,22-243022,City of Sesser,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,22-243023,City of Spring Valley,586812.0,"586,812",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,21-243026,City of Spring Valley,63188.0,"63,188",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,21-243027,City of Staunton,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,23-243002,City of Streator,650000.0,"650,000",09/01/2024,02/26/2027,09/01/2024 - 02/26/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,22-243024,City of Sullivan,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,22-243025,City of Wenona,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,23-243003,City of Zeigler,650000.0,"650,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243014,Village of Carrier Mills,650000.0,"650,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,21-243021,Village of DeSoto,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,21-243022,Village of Elkville,650000.0,"650,000",05/01/2026,04/30/2028,05/01/2026 - 04/30/2028,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243016,Village of Goreville,539000.0,"539,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243017,Village of Hanaford,650000.0,"650,000",09/01/2024,08/31/2026,09/01/2024 - 08/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243019,Village of Ladd,650000.0,"650,000",09/01/2024,01/31/2027,09/01/2024 - 01/31/2027,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
420-75-1633,Community Development Block Grant Housing Rehabilitation Program,DCEO (420),award,20-243020,Village of LaFayette,600000.0,"600,000",09/01/2024,12/31/2026,09/01/2024 - 12/31/2026,,2027,false,no_chicago_name_signal(address_not_published),award_agreement_amount (NOT amount paid or received by grantee),CSFA_AwardList,https://omb.illinois.gov/PUBLIC/GATA/CSFA/AwardList.aspx?CSFA=1633
